Index,Product ID,Product Title,Raw Description,Brand,Category,Target Language
3214,cYz6qFkmyW,Silent Thermostat X Portable,Silent Thermostat X Portable by Solis-Weiss is a compact; wireless; rechargeable product for customers shopping in Books & Stationery.,Tyler-May,Books & Stationery,Portuguese
3215,fKNFoDsvXx,Grill Tablet Fridge,"Grill Tablet Fridge by Hurst, Oneal and Bennett is a rechargeable; eco-friendly; portable; lightweight product for customers shopping in Home & Kitchen.",Pennington Group,Home & Kitchen,French
3216,8ZPGFs6RfT,Advanced Heater Keyboard Lite Mini,"Advanced Heater Keyboard Lite Mini by Quinn, Huff and Yates is a lightweight; compact; waterproof product for customers shopping in Shoes & Footwear.",Escobar-Michael,Shoes & Footwear,Portuguese
3217,F8WHO8HkFp,Silent Scale Ultra Edge,"Silent Scale Ultra Edge by Aguirre, Huerta and Riggs is a rechargeable; compact product for customers shopping in Laptops & Computers.",Larsen Inc,Laptops & Computers,French
3218,H1YYxEZ5pl,Rechargeable Toaster,Rechargeable Toaster by Baldwin LLC is a waterproof; lightweight; eco-friendly product for customers shopping in Laptops & Computers.,Giles PLC,Laptops & Computers,French
3219,VmIINO4v7o,Compact Radio,Compact Radio by Shea-Graves is a rechargeable; premium; lightweight; compact product for customers shopping in Smartphones.,"Craig, Mcclain and Stanton",Smartphones,French
3220,pvGc9DKT66,Ultra Fan Scooter Trimmer,Ultra Fan Scooter Trimmer by Mathis PLC is a premium; waterproof; lightweight; portable product for customers shopping in Home Decor.,Kaiser Group,Home Decor,Portuguese
3221,OeUecrVojV,Mini Oven Trimmer Dock Air Lite,Mini Oven Trimmer Dock Air Lite by Wolf Ltd is a lightweight; compact product for customers shopping in Skincare.,Espinoza Group,Skincare,German
3222,1xVy3WHYQU,Silent Dock Speaker Phone Edge Smart Wireless,"Silent Dock Speaker Phone Edge Smart Wireless by Rice, Thompson and Walker is a eco-friendly; waterproof; portable; compact product for customers shopping in Smartwatches.","Heath, Olsen and Cummings",Smartwatches,Italian
3223,k8xflIcSyv,Silent Speakerphone Charger Sense,Silent Speakerphone Charger Sense by Friedman-Moran is a waterproof; rechargeable product for customers shopping in Beauty & Personal Care.,"Elliott, Ramsey and Wilkerson",Beauty & Personal Care,Portuguese
3224,EayUBlnm7G,Compact Drone Pro Smart,Compact Drone Pro Smart by Maldonado Group is a waterproof; wireless product for customers shopping in Fishing & Hunting.,Baxter-Wheeler,Fishing & Hunting,Italian
3225,cy0gCiu2D1,Mini Scooter,Mini Scooter by Keller-Nielsen is a compact; premium product for customers shopping in Cycling.,Duffy LLC,Cycling,Italian
3226,PO7WNexvZ6,Drone,Drone by Padilla-Ferrell is a eco-friendly; rechargeable; lightweight; wireless product for customers shopping in Cycling.,Sanchez-Cook,Cycling,French
3227,QwmVBJttpa,Ultra Projector Rechargeable Portable,Ultra Projector Rechargeable Portable by Michael Group is a waterproof; portable product for customers shopping in Smartphones.,Dudley-Hanna,Smartphones,Portuguese
3228,VZ9fV8UxCn,Smart Webcam Touch Smart,Smart Webcam Touch Smart by Stein-Juarez is a premium; rechargeable product for customers shopping in Grooming Tools.,"Johnson, Robles and Payne",Grooming Tools,French
3229,w8ehRlK6TG,Trimmer,"Trimmer by Holland, Randolph and Bradley is a lightweight; rechargeable product for customers shopping in Shoes & Footwear.",Costa-Stanley,Shoes & Footwear,French
3230,NDm5wxYAbg,Wireless Clock Compact Edge,"Wireless Clock Compact Edge by Dudley, Michael and Bullock is a rechargeable; compact product for customers shopping in Smartwatches.",Durham PLC,Smartwatches,Portuguese
3231,1ZoK7yXUgk,Silent Dock Trimmer Touch Air,Silent Dock Trimmer Touch Air by Stevenson and Sons is a portable; premium product for customers shopping in Smartwatches.,Watkins PLC,Smartwatches,Portuguese
3232,aap9K76myQ,Speakerphone Mixer,Speakerphone Mixer by Cruz LLC is a rechargeable; lightweight; eco-friendly product for customers shopping in Bedding & Bath.,Banks and Sons,Bedding & Bath,Spanish
3233,ANaUxXin4M,Fan Powerbank,Fan Powerbank by Case-Blair is a portable; wireless product for customers shopping in Kitchen Appliances.,"Gaines, Wolf and Hoover",Kitchen Appliances,Italian
3234,DIdcOEhnFG,Heater,"Heater by Clarke, Lamb and Mckenzie is a lightweight; eco-friendly; rechargeable; premium product for customers shopping in Cleaning Supplies.","Mitchell, Hubbard and Hunt",Cleaning Supplies,Spanish
3235,tp0PdJ5qEB,Wireless Fan Scooter Headphones Eco Prime,Wireless Fan Scooter Headphones Eco Prime by Ryan-Morse is a lightweight; portable product for customers shopping in Beauty & Personal Care.,Burton PLC,Beauty & Personal Care,Dutch
3236,MqbShLDJGF,Advanced Freezer Powerbank Watch,"Advanced Freezer Powerbank Watch by Fletcher, Baker and Marks is a lightweight; waterproof product for customers shopping in Cycling.","Bishop, Wilkinson and Cantu",Cycling,Portuguese
3237,x0yD4YoY5y,Rechargeable Clock Router Fridge Digital X,Rechargeable Clock Router Fridge Digital X by Henry-Woodward is a wireless; waterproof product for customers shopping in Home Decor.,"Christian, Gallegos and Pruitt",Home Decor,Portuguese
3238,HhHjfLOA8i,Grill Charger Headphones,Grill Charger Headphones by Odom Group is a rechargeable; portable product for customers shopping in Fitness Equipment.,Greer Group,Fitness Equipment,Spanish
3239,TfOABCsHHV,Clean Thermostat Printer Silent Eco,Clean Thermostat Printer Silent Eco by Chang-Wang is a compact; portable product for customers shopping in Fishing & Hunting.,"Hart, Whitaker and Gilmore",Fishing & Hunting,German
3240,bWdKLd84WB,Clean Scanner Mouse,Clean Scanner Mouse by Lopez Group is a eco-friendly; wireless product for customers shopping in Team Sports.,Browning LLC,Team Sports,Italian
3241,RWMiNjG2kZ,Premium Iron Monitor Plus,Premium Iron Monitor Plus by Prince Group is a portable; rechargeable; eco-friendly; wireless product for customers shopping in Office Supplies.,Kelly-Lutz,Office Supplies,Portuguese
3242,ngISHB2E7k,Digital Freezer Digital Sense,"Digital Freezer Digital Sense by Zuniga Ltd is a compact; rechargeable product for customers shopping in Accessories (Bags, Hats, Belts).","Francis, Mays and Alvarado","Accessories (Bags, Hats, Belts)",Spanish
3243,M5PLLD1qyD,Fridge Fan Bicycle,Fridge Fan Bicycle by Bartlett-Holmes is a waterproof; wireless; compact; eco-friendly product for customers shopping in Sports & Outdoors.,Gilbert PLC,Sports & Outdoors,Dutch
3244,uu316wbH53,Wireless Toaster,Wireless Toaster by Lucas-Castillo is a rechargeable; portable product for customers shopping in Makeup.,Chavez and Sons,Makeup,Spanish
3245,nFOTRU4lgk,Portable Router Automatic Sense Clean,"Portable Router Automatic Sense Clean by Chapman, Combs and Tate is a wireless; compact; waterproof product for customers shopping in Smartphones.",Mcdaniel-Chavez,Smartphones,French
3246,bcgiZWboL6,Smart Dock Pro,"Smart Dock Pro by Peck, Potter and Dixon is a compact; premium product for customers shopping in Headphones & Earbuds.","Tran, Wyatt and Miller",Headphones & Earbuds,French
3247,b2spo93FIZ,Smart Clock Lock Smart One Silent,Smart Clock Lock Smart One Silent by Boyd-Cummings is a premium; eco-friendly product for customers shopping in Skincare.,Velez and Sons,Skincare,German
3248,LmRkxW5xrj,Eco Shaver,"Eco Shaver by Mcintyre, Chaney and Spence is a waterproof; lightweight product for customers shopping in Home Decor.","Conley, Bruce and Cortez",Home Decor,Spanish
3249,z0ZnsbXkZ4,Silent Powerbank Scooter,Silent Powerbank Scooter by Sloan and Sons is a rechargeable; waterproof; wireless; premium product for customers shopping in Smartphones.,"Cannon, Hodge and Winters",Smartphones,Portuguese
3250,oYkCg4e7ce,Compact Charger Lamp Smart Lite Air,Compact Charger Lamp Smart Lite Air by Alvarado Ltd is a lightweight; portable; premium product for customers shopping in Home & Kitchen.,Harmon-Dalton,Home & Kitchen,Dutch
3251,iazD4SBB0i,Fast Camera Smart,Fast Camera Smart by Stevens-Bond is a compact; wireless; portable; waterproof product for customers shopping in Camping & Hiking.,Tucker-Bolton,Camping & Hiking,Portuguese
3252,NCdCFn8lao,Compact Printer Charger Brush Compact Max Air,Compact Printer Charger Brush Compact Max Air by Russell-Randolph is a portable; rechargeable product for customers shopping in Sports & Outdoors.,Malone-Gill,Sports & Outdoors,French
3253,cFsqQ7iUPA,Digital Grill Brush Watch Ultra Mini Sense,"Digital Grill Brush Watch Ultra Mini Sense by Beard, Carroll and Newton is a waterproof; eco-friendly; premium; lightweight product for customers shopping in Fragrances.","Mckinney, Boyle and Pineda",Fragrances,French
3254,0MAtwSXDTH,Fast Scanner Monitor Treadmill Fast Touch Go,Fast Scanner Monitor Treadmill Fast Touch Go by Figueroa Inc is a premium; eco-friendly; waterproof; wireless product for customers shopping in Kids' Clothing.,Pollard-Obrien,Kids' Clothing,Italian
3255,6ih2fbvx5N,Powerbank Brush Charger,"Powerbank Brush Charger by Carter, Wilkinson and Rhodes is a wireless; compact product for customers shopping in Sports & Outdoors.",Moran Ltd,Sports & Outdoors,French
3256,G5vnjy7Njh,Eco Oven Trimmer Automatic Prime,"Eco Oven Trimmer Automatic Prime by Donovan, Cooper and Davila is a lightweight; eco-friendly product for customers shopping in Men's Clothing.","Goodwin, Wilkerson and Bowers",Men's Clothing,French
3257,6erEHXiZ9i,Premium Lock Camera,Premium Lock Camera by Haney-Henderson is a eco-friendly; rechargeable; lightweight; portable product for customers shopping in Fragrances.,Cohen-Garrett,Fragrances,German
3258,91a1lUlfgb,Rechargeable Fridge Freezer Pro Smart Lite,Rechargeable Fridge Freezer Pro Smart Lite by Howard PLC is a waterproof; eco-friendly; wireless; lightweight product for customers shopping in Sports & Outdoors.,Randall-Orr,Sports & Outdoors,Portuguese
3259,2c4x6r4tue,Compact Heater Stove Scanner Silent Premium,Compact Heater Stove Scanner Silent Premium by Durham and Sons is a wireless; premium; eco-friendly; compact product for customers shopping in Headphones & Earbuds.,Patton-Bolton,Headphones & Earbuds,Dutch
3260,an3sPQeKVk,Iron Cooler Iron,Iron Cooler Iron by Levine-Frederick is a rechargeable; waterproof product for customers shopping in Headphones & Earbuds.,Durham and Sons,Headphones & Earbuds,Dutch
3261,6qGAefkX2p,Smart Microphone Eco,Smart Microphone Eco by Vega-Huerta is a lightweight; premium; waterproof product for customers shopping in Clothing & Apparel.,Barrera PLC,Clothing & Apparel,French
3262,JQFgCdJXgx,Grill Charger Headphones,Grill Charger Headphones by Garcia Group is a eco-friendly; lightweight product for customers shopping in Home Decor.,Randall-Abbott,Home Decor,French
3263,GTR617Ao3E,Portable Webcam Trimmer Projector,"Portable Webcam Trimmer Projector by Parsons, Moses and Barrera is a portable; wireless; eco-friendly product for customers shopping in Cleaning Supplies.",Mcpherson-Blake,Cleaning Supplies,Dutch
3264,rKRu4PIyQP,Freezer Powerbank Watch,"Freezer Powerbank Watch by Wright, Harding and Gill is a waterproof; portable product for customers shopping in Furniture.",Gonzalez Ltd,Furniture,Italian
3265,onjXnpYvQD,Treadmill,"Treadmill by Marshall, Bradley and Francis is a eco-friendly; wireless product for customers shopping in Books & Stationery.",Brennan-Martinez,Books & Stationery,Spanish
3266,qAGpbdsEpV,Thermostat Camera Watch,Thermostat Camera Watch by Giles and Sons is a portable; compact; waterproof product for customers shopping in Women's Clothing.,Sanford-Rivera,Women's Clothing,Italian
3267,mTdm13XfBv,Smart Shaver Blender Prime,Smart Shaver Blender Prime by Montgomery Ltd is a lightweight; compact product for customers shopping in Skincare.,Hartman-Little,Skincare,Dutch
3268,ULeElZqhFe,Smart Fan Eco Pro,"Smart Fan Eco Pro by Mullins, Hughes and Martin is a wireless; eco-friendly; waterproof product for customers shopping in Fitness Equipment.",Reynolds Group,Fitness Equipment,Dutch
3269,zQ5kFJh4yO,Eco Scale One 360,Eco Scale One 360 by Mooney-Stanton is a waterproof; eco-friendly; rechargeable; wireless product for customers shopping in Haircare.,Adams Inc,Haircare,German
3270,pm0uz4BTpb,Ultra Phone Grill,Ultra Phone Grill by Patrick-Archer is a wireless; waterproof; compact product for customers shopping in Home & Kitchen.,"Rodgers, Holloway and Munoz",Home & Kitchen,Italian
3271,TV7fkqnPpF,Premium Microphone Digital Rechargeable Eco,Premium Microphone Digital Rechargeable Eco by West PLC is a premium; waterproof; rechargeable; portable product for customers shopping in Sports & Outdoors.,"Holden, Copeland and Ewing",Sports & Outdoors,Spanish
3272,ND1pu67yUF,Portable Speaker Iron Grill,Portable Speaker Iron Grill by Meadows LLC is a compact; rechargeable product for customers shopping in Headphones & Earbuds.,"Norman, Hernandez and Steele",Headphones & Earbuds,French
3273,a0KQuayWSH,Eco Router Scanner Wireless,"Eco Router Scanner Wireless by Bray-Villa is a compact; lightweight; wireless product for customers shopping in Accessories (Bags, Hats, Belts).",Rodgers and Sons,"Accessories (Bags, Hats, Belts)",Portuguese
3274,aHSq8mYXhR,Phone Iron Speakerphone,Phone Iron Speakerphone by Dean-Boone is a premium; lightweight product for customers shopping in Fragrances.,Cobb and Sons,Fragrances,Dutch
3275,69TF16K1Ev,Automatic Freezer Plus,Automatic Freezer Plus by Hardy Group is a premium; eco-friendly product for customers shopping in Home & Kitchen.,Dillon-Houston,Home & Kitchen,French
3276,U0boi5i7zS,Oven,Oven by Nichols-Shah is a eco-friendly; wireless; lightweight product for customers shopping in Home Decor.,"David, Bautista and Fleming",Home Decor,Portuguese
3277,F5p8Cn6RbK,Rechargeable Brush Digital Edge,"Rechargeable Brush Digital Edge by Page, Davenport and Mccarty is a compact; premium; portable; eco-friendly product for customers shopping in Smartphones.",Hanna Inc,Smartphones,German
3278,f7lJ8cZlpz,Portable Keyboard Wireless Wireless,Portable Keyboard Wireless Wireless by Haley-Bullock is a eco-friendly; rechargeable; lightweight product for customers shopping in Beauty & Personal Care.,"Crosby, Frazier and Kline",Beauty & Personal Care,German
3279,Z6pJXAONDY,Projector,Projector by Shields PLC is a waterproof; lightweight product for customers shopping in Home & Kitchen.,Knapp-Cabrera,Home & Kitchen,Spanish
3280,B9GHuNRgvZ,Automatic Thermostat Iron,"Automatic Thermostat Iron by Russell, Bolton and Shea is a rechargeable; waterproof; premium product for customers shopping in Skincare.","Matthews, Hancock and Merritt",Skincare,German
3281,rrRk7M6qR0,Rechargeable Webcam Powerbank,"Rechargeable Webcam Powerbank by Ray, Watts and Munoz is a eco-friendly; lightweight; portable product for customers shopping in Laptops & Computers.",Reilly-Waller,Laptops & Computers,Dutch
3282,47vGoVdgRP,Headphones Monitor,Headphones Monitor by Kane-Warner is a compact; eco-friendly; wireless product for customers shopping in Makeup.,Carey Group,Makeup,Spanish
3283,DN6jOW94us,Eco Router,Eco Router by Chang-Kramer is a lightweight; premium; eco-friendly; rechargeable product for customers shopping in Health & Wellness.,"Briggs, Cameron and Conner",Health & Wellness,German
3284,8XzY488YXu,Rechargeable Webcam Webcam Stove,Rechargeable Webcam Webcam Stove by Hays-Liu is a compact; portable product for customers shopping in Kitchen Appliances.,Carney PLC,Kitchen Appliances,Spanish
3285,TGYO2pFxIW,Silent Powerbank Rechargeable Pro,Silent Powerbank Rechargeable Pro by Li LLC is a lightweight; waterproof; wireless; premium product for customers shopping in Office Supplies.,Potts-Whitney,Office Supplies,German
3286,x9LamfTiX2,Fast Radio Stove Shaver Plus Ultra Clean,Fast Radio Stove Shaver Plus Ultra Clean by Clements-Pace is a rechargeable; compact; premium product for customers shopping in Office Supplies.,Rhodes-Lindsey,Office Supplies,Spanish
3287,iwjgp6PMl4,Wireless Radio Ultra Automatic,Wireless Radio Ultra Automatic by Hudson Group is a waterproof; premium; wireless product for customers shopping in Furniture.,Khan Ltd,Furniture,Spanish
3288,ErVj6eBt7j,Rechargeable Lamp Freezer,"Rechargeable Lamp Freezer by Pope, Fuller and Strong is a portable; rechargeable; waterproof product for customers shopping in Team Sports.","Crawford, Stafford and Poole",Team Sports,Portuguese
3289,Sugd6Xj2po,Lamp Monitor,Lamp Monitor by Berg-Dodson is a lightweight; waterproof; compact; wireless product for customers shopping in Home & Kitchen.,Pacheco PLC,Home & Kitchen,French
3290,pKzD5QV6rW,Compact Bicycle,Compact Bicycle by Eaton LLC is a rechargeable; compact; eco-friendly; wireless product for customers shopping in Smartwatches.,Mercer Inc,Smartwatches,Spanish
3291,DE905kumoX,Eco Mouse Speaker Cooler Compact,Eco Mouse Speaker Cooler Compact by Rangel and Sons is a wireless; rechargeable; eco-friendly; premium product for customers shopping in Sports & Outdoors.,"Paul, Compton and Barron",Sports & Outdoors,Spanish
3292,MG9Jc7xdRx,Ultra Stove Monitor Tablet Prime Digital,Ultra Stove Monitor Tablet Prime Digital by Guzman-Ewing is a wireless; waterproof; eco-friendly product for customers shopping in Camping & Hiking.,"Pruitt, Ortega and Beasley",Camping & Hiking,Italian
3293,mt5cXmhxAL,Smart Dock Plus Advanced,"Smart Dock Plus Advanced by Ayala, Sellers and Webster is a wireless; premium product for customers shopping in Health & Wellness.",Mcdowell-Hutchinson,Health & Wellness,Italian
3294,PKfqVztAaZ,Automatic Thermostat Iron,"Automatic Thermostat Iron by Kidd, Walton and Ellis is a compact; lightweight product for customers shopping in Clothing & Apparel.","Roach, Buck and Yoder",Clothing & Apparel,Italian
3295,3pLw3IJJAX,Digital Mixer Drone Fan Ultra Compact,"Digital Mixer Drone Fan Ultra Compact by Russo, Mullen and Odom is a wireless; rechargeable; eco-friendly; waterproof product for customers shopping in Toys & Games.",Valencia Ltd,Toys & Games,Dutch
3296,DeuDZDXeaY,Silent Powerbank Sense Sense,Silent Powerbank Sense Sense by Hendricks-Murphy is a lightweight; waterproof; premium product for customers shopping in Haircare.,Jimenez Group,Haircare,Spanish
3297,Khrj9xyy7W,Compact Mixer Vacuum Smart Lite,"Compact Mixer Vacuum Smart Lite by Lambert, Estrada and Garrison is a portable; waterproof; rechargeable; premium product for customers shopping in Health & Wellness.",Rice-Roth,Health & Wellness,Spanish
3298,6HbuxtnuoL,Smart Blender Scale Air,"Smart Blender Scale Air by Charles, Duran and Maxwell is a premium; wireless; compact; lightweight product for customers shopping in Accessories (Bags, Hats, Belts).","Valdez, Warren and Becker","Accessories (Bags, Hats, Belts)",Spanish
3299,I3IF7r7RSH,Mini Speakerphone Oven Prime,Mini Speakerphone Oven Prime by Hays-Murillo is a rechargeable; eco-friendly; premium; wireless product for customers shopping in Haircare.,Lewis PLC,Haircare,Italian
3300,HvbfjyYv2V,Premium Iron Cooler Iron Clean,"Premium Iron Cooler Iron Clean by Hancock, Zavala and Ortiz is a lightweight; portable; wireless; premium product for customers shopping in Office Supplies.",Johnson Inc,Office Supplies,German
3301,jnAyYagxp7,Smart Scale Edge Compact Wireless,Smart Scale Edge Compact Wireless by Blair LLC is a portable; compact; wireless product for customers shopping in Headphones & Earbuds.,"Perkins, Le and Yu",Headphones & Earbuds,German
3302,sPKYP9ZmoA,Pro Freezer Wireless Advanced Edge,"Pro Freezer Wireless Advanced Edge by Duffy, Gay and Welch is a rechargeable; eco-friendly; portable; premium product for customers shopping in Cycling.",Strickland Ltd,Cycling,Dutch
3303,XQE1b2aw1K,Bicycle Microphone,"Bicycle Microphone by Shepard, Powell and Boyer is a rechargeable; portable; premium product for customers shopping in Furniture.",Frazier-Harrison,Furniture,French
3304,BPOmLpuIwB,Ultra Scale Advanced Air Eco,"Ultra Scale Advanced Air Eco by Yang, Austin and Browning is a waterproof; compact; portable product for customers shopping in Clothing & Apparel.",Martin Ltd,Clothing & Apparel,Dutch
3305,CCN9GB0Ff4,Drone Speaker Speaker,Drone Speaker Speaker by Farmer and Sons is a portable; wireless product for customers shopping in Makeup.,Potts-Chen,Makeup,French
3306,G5VFPTQ1bq,Fast Webcam Mouse Smart Portable Edge,Fast Webcam Mouse Smart Portable Edge by Hardin-Hill is a rechargeable; portable product for customers shopping in Furniture.,Dennis and Sons,Furniture,Portuguese
3307,ICea9PirAF,Premium Mixer Freezer Trimmer,Premium Mixer Freezer Trimmer by Moreno and Sons is a eco-friendly; rechargeable product for customers shopping in Cameras & Accessories.,Eaton-Greene,Cameras & Accessories,Dutch
3308,TGararlXHX,Silent Iron Drone,Silent Iron Drone by Mccarthy LLC is a lightweight; compact; eco-friendly product for customers shopping in Cameras & Accessories.,Clay Inc,Cameras & Accessories,Spanish
3309,C29vxYePOp,Radio Stove Shaver,Radio Stove Shaver by Kaiser-Meyer is a waterproof; lightweight product for customers shopping in Beauty & Personal Care.,"Mcintosh, Brewer and Eaton",Beauty & Personal Care,Dutch
3310,02sEQrl4vc,Eco Scooter Dock Shaver Premium Portable,Eco Scooter Dock Shaver Premium Portable by Reid-Kane is a rechargeable; lightweight; waterproof; compact product for customers shopping in Fitness Equipment.,"Cain, Hahn and Castro",Fitness Equipment,Dutch
3311,HE01bg5rjs,Watch Microphone Microphone,"Watch Microphone Microphone by Park, Finley and Gaines is a rechargeable; premium; waterproof product for customers shopping in Team Sports.","Cummings, Jennings and Barber",Team Sports,German
3312,0zD0qJigUv,Mini Printer Lock Thermostat Eco,Mini Printer Lock Thermostat Eco by Cobb and Sons is a eco-friendly; waterproof; lightweight; portable product for customers shopping in Home & Kitchen.,"Schneider, Mccall and Stout",Home & Kitchen,Italian
3313,G7QAWCYZiK,Brush Scale Grill,Brush Scale Grill by Mcconnell Ltd is a compact; portable product for customers shopping in Furniture.,"Harding, Powers and Valencia",Furniture,Portuguese
3314,s1TrwMPt4S,Compact Shaver Thermostat,Compact Shaver Thermostat by Orozco Group is a compact; eco-friendly; rechargeable; portable product for customers shopping in Fitness Equipment.,Bentley-Cochran,Fitness Equipment,Dutch
3315,RrXQ92bvBJ,Clean Mixer Vacuum Edge Wireless Silent,Clean Mixer Vacuum Edge Wireless Silent by Lamb-Oconnell is a wireless; lightweight; premium; portable product for customers shopping in Team Sports.,Hatfield Group,Team Sports,Portuguese
3316,ZAgB3u148p,Fast Vacuum Iron Phone,"Fast Vacuum Iron Phone by Sosa, Li and Barnett is a eco-friendly; portable; compact product for customers shopping in Team Sports.","Valenzuela, Vincent and Holder",Team Sports,Portuguese
3317,RFqCp4W5Uh,Digital Radio Smart,"Digital Radio Smart by Williams, Nicholson and Edwards is a eco-friendly; rechargeable; compact; premium product for customers shopping in Grooming Tools.",Berg Ltd,Grooming Tools,French
3318,0YFUzt1WQO,Fan Phone,"Fan Phone by Blair, Lang and Estes is a portable; rechargeable product for customers shopping in Cleaning Supplies.",Bradford-Benson,Cleaning Supplies,Dutch
3319,cO6qlvd7Wp,Stove Light,Stove Light by Shelton Ltd is a premium; waterproof product for customers shopping in Makeup.,"Johnston, Poole and Valdez",Makeup,Portuguese
3320,oMtogf6P1o,Automatic Toaster Scooter Compact Air Silent,"Automatic Toaster Scooter Compact Air Silent by Fry, Morse and Fritz is a premium; waterproof; portable; lightweight product for customers shopping in Office Supplies.",Dean-Steele,Office Supplies,Italian
3321,ly01dtiIS9,Shaver Drone,Shaver Drone by Mcmahon-George is a compact; waterproof; premium product for customers shopping in Cameras & Accessories.,"Hahn, Wolfe and Clarke",Cameras & Accessories,Portuguese
3322,KtLPs3UpC1,Keyboard Kettle,"Keyboard Kettle by Stevenson, Novak and Young is a premium; compact; eco-friendly product for customers shopping in Kitchen Appliances.",Logan-Deleon,Kitchen Appliances,Dutch
3323,9SdmUhrVys,Clean Mouse Heater X Lite Automatic,"Clean Mouse Heater X Lite Automatic by Rosario LLC is a lightweight; rechargeable product for customers shopping in Accessories (Bags, Hats, Belts).",Ali-Shaw,"Accessories (Bags, Hats, Belts)",Spanish
3324,41HZWCQ8QD,Portable Grill,Portable Grill by Rios and Sons is a lightweight; premium; rechargeable; waterproof product for customers shopping in Laptops & Computers.,Woodard-Maynard,Laptops & Computers,Italian
3325,yus2A5hzxA,Eco Webcam Cooker Toaster,"Eco Webcam Cooker Toaster by Reid, Wilkerson and Mccall is a premium; wireless product for customers shopping in Office Supplies.",Clements-Schmitt,Office Supplies,Italian
3326,1lZYzRbyjz,Radio Bicycle Cooler,"Radio Bicycle Cooler by Mcdonald, Lucero and Flores is a lightweight; eco-friendly; waterproof product for customers shopping in Health & Wellness.",Moore Inc,Health & Wellness,Portuguese
3327,CB5QQ909zZ,Eco Treadmill Compact Ultra,Eco Treadmill Compact Ultra by Christensen-Burgess is a wireless; waterproof product for customers shopping in Automotive.,Bean PLC,Automotive,German
3328,v48Oiaiwvh,Mini Mouse Air 360,"Mini Mouse Air 360 by Chang, Hoffman and Solis is a portable; eco-friendly; lightweight; rechargeable product for customers shopping in Beauty & Personal Care.","Thornton, Hester and Montes",Beauty & Personal Care,German
3329,XdBOrUTOb0,Smart Brush,"Smart Brush by Sanders, Weber and Kim is a compact; rechargeable; eco-friendly; lightweight product for customers shopping in Kids' Clothing.",Gregory-Cook,Kids' Clothing,Spanish
3330,G3LKs2H0VH,Freezer Mixer,"Freezer Mixer by Mcknight, Horne and Woodard is a rechargeable; portable product for customers shopping in Sports & Outdoors.","Mays, Williamson and Malone",Sports & Outdoors,French
3331,iaz2paR0tv,Eco Powerbank Advanced,"Eco Powerbank Advanced by Stephenson, Barry and Alvarez is a portable; wireless; eco-friendly product for customers shopping in Laptops & Computers.",Khan-King,Laptops & Computers,Spanish
3332,QyZPQDKcR7,Portable Charger Monitor Brush Touch,Portable Charger Monitor Brush Touch by Mercer Inc is a portable; wireless; eco-friendly product for customers shopping in Cameras & Accessories.,Dawson and Sons,Cameras & Accessories,Portuguese
3333,0GZ9wy7Ain,Fast Brush Cooler Powerbank Portable Fast,Fast Brush Cooler Powerbank Portable Fast by Kennedy PLC is a waterproof; wireless product for customers shopping in Smartphones.,Marsh-Mcdonald,Smartphones,French
3334,pSFTg5Ins8,Compact Lock Touch,"Compact Lock Touch by Mata, Li and Stevenson is a rechargeable; portable; compact; eco-friendly product for customers shopping in Automotive.",Walters Ltd,Automotive,Italian
3335,Bf8GSOT4Ze,Advanced Stove Iron Wireless,Advanced Stove Iron Wireless by Underwood and Sons is a wireless; rechargeable; compact product for customers shopping in Kids' Clothing.,"Munoz, Pitts and Liu",Kids' Clothing,German
3336,dJYr78tjte,Ultra Tablet Advanced Compact,Ultra Tablet Advanced Compact by Bonilla-Fischer is a premium; waterproof; lightweight; rechargeable product for customers shopping in Clothing & Apparel.,Soto-Dyer,Clothing & Apparel,Spanish
3337,kh8su01PwL,Rechargeable Webcam Toaster,Rechargeable Webcam Toaster by Bell Group is a rechargeable; eco-friendly; wireless; waterproof product for customers shopping in Women's Clothing.,Marks-Wang,Women's Clothing,Spanish
3338,qIqx7XQdvc,Digital Mouse Automatic,Digital Mouse Automatic by Simpson and Sons is a rechargeable; compact; waterproof product for customers shopping in Home & Kitchen.,Villanueva-Rosario,Home & Kitchen,German
3339,rXBS7mnCMr,Advanced Charger Lock Oven Digital Touch Air,Advanced Charger Lock Oven Digital Touch Air by Hogan Ltd is a lightweight; waterproof; rechargeable product for customers shopping in Sports & Outdoors.,"Stafford, Maldonado and Rosales",Sports & Outdoors,Portuguese
3340,QAD3StTVKW,Stove Monitor Tablet,Stove Monitor Tablet by Mathews-Glenn is a compact; premium; portable product for customers shopping in Cycling.,Rose LLC,Cycling,French
3341,MgyoSg3nCp,Fast Microphone Portable Silent,Fast Microphone Portable Silent by Maxwell Inc is a compact; premium product for customers shopping in Women's Clothing.,Gallagher Inc,Women's Clothing,Dutch
3342,jX5ihMY01G,Automatic Freezer Powerbank Watch,Automatic Freezer Powerbank Watch by Espinoza Inc is a premium; lightweight; wireless product for customers shopping in Automotive.,Kerr Inc,Automotive,Portuguese
3343,8kAbxXlXkv,Mini Clock Drone Charger Ultra,Mini Clock Drone Charger Ultra by Austin-Meza is a eco-friendly; waterproof; compact; portable product for customers shopping in Women's Clothing.,"Ford, Cruz and Tucker",Women's Clothing,French
3344,Tw3OW9zd0u,Mini Mixer Treadmill,"Mini Mixer Treadmill by Hoffman, Clayton and Baldwin is a eco-friendly; waterproof; lightweight; rechargeable product for customers shopping in Office Supplies.",Kerr Ltd,Office Supplies,Portuguese
